,from,to
330,hormônio,organismo
331,início,banco
332,início,brasil
333,início,inverno
334,início,verão
335,atraso,verde
336,agentes,química
337,agentes,vida
338,comportamento,animai
339,comportamento,ambiente
340,comportamento,califórnia
341,comportamento,inseto
342,comportamento,clínica
343,comportamento,gene
344,comportamento,reação
345,comportamento,cultura
346,comportamento,espécie
347,comportamento,glândula
348,bovino,animal
349,bovino,zebu
350,bovino,carne
351,bovino,pasto
352,bovino,boi
353,bovino,chifre
354,bovino,leite
355,cavalos,animal
356,cavalos,brasil
357,cavalos,homem
358,cavalos,inverno
359,cavalos,agricultura
360,cavalos,transporte
361,cavalos,ano
362,cavalos,raça
363,cavalos,genética
364,cavalos,espécie
365,ha,área
366,etéreo,baixo
367,etéreo,brasil
368,cana,cultivar
369,cana,inflorescência
370,cana,forrageira
371,cana,fósforo
372,cana,soja
373,cana,adubo
374,cana,europeu
375,cana,brasil
376,cana,tonelada
377,cana,clima temperado
378,cana,arroz
379,cana,gramínea
380,cana,sorgo
381,cana,leguminosa
382,cana,espécie
383,cana,açúcar
384,cana,milho
385,cana,hectare
386,aproveitamento,arquitetura
387,aéreos,suprimento
388,aéreos,brasil
389,aéreos,ano
390,vaca,zebu
391,vaca,cavalo
392,vaca,chifre
393,vaca,bovino
394,vaca,carne
395,vaca,elefante
396,vaca,melhoramento genético
397,vaca,sêman
398,vaca,rúman
399,vaca,bezerro
400,vaca,macho
401,vaca,calor
402,vaca,inseminação artificial
403,vaca,clima
404,vaca,gir
405,vaca,fêmea
406,vaca,útero
407,vaca,produtividade
408,vaca,leite
409,vaca,radiação solar
410,vaca,animal
411,vaca,guzerá
412,vaca,brasil
413,vaca,homem
414,vaca,reprodução
415,vaca,osso
416,vaca,espécie
417,vaca,espermatozoide
418,evitar,tanzânia
419,evitar,brasil
420,evitar,espécie
421,utilizá,máquina
422,utilizá,química
423,utilizá,arquitetura
424,utilizá,agricultura
425,utilizá,consumo
426,utilizá,indústria
427,vacas,zebu
428,vacas,cavalo
429,vacas,chifre
430,vacas,bovino
431,vacas,carne
432,vacas,elefante
433,vacas,melhoramento genético
434,vacas,sêman
435,vacas,rúman
436,vacas,bezerro
437,vacas,macho
438,vacas,calor
439,vacas,inseminação artificial
440,vacas,clima
441,vacas,gir
442,vacas,fêmea
443,vacas,útero
444,vacas,produtividade
445,vacas,leite
446,vacas,radiação solar
447,vacas,animal
448,vacas,guzerá
449,vacas,brasil
450,vacas,homem
451,vacas,reprodução
452,vacas,osso
453,vacas,espécie
454,vacas,espermatozoide
455,reprodutiva,ambiente
456,reprodutiva,ovário
457,reprodutiva,inseto
458,reprodutiva,célula
459,reprodutiva,semente
460,reprodutiva,mãe
461,reprodutiva,gene
462,reprodutiva,macho
463,reprodutiva,organismo
464,reprodutiva,vida
465,reprodutiva,fêmea
466,reprodutiva,bactéria
467,reprodutiva,clonagem
468,reprodutiva,alimentação
469,reprodutiva,dna
470,reprodutiva,sexo
471,reprodutiva,mosca
472,reprodutiva,animal
473,reprodutiva,ovo
474,reprodutiva,recém-nascido
475,reprodutiva,alimento
476,reprodutiva,temperatura
477,reprodutiva,genética
478,reprodutiva,espécie
479,reprodutiva,embrião
480,currais,clima
481,currais,curral
482,currais,sapé
483,currais,população
484,currais,brasil
485,currais,touro
486,currais,arquitetura
487,currais,araxá
488,currais,agricultura
489,currais,algodão
490,currais,milho
491,currais,bovino
492,parasita,ovo
493,parasita,doença
494,parasita,bactéria
495,parasita,parasitismo
496,parasita,ectoparasita
497,parasita,alimentação
498,parasita,reprodução
499,parasita,espécie
500,parasita,organismo
501,parasita,infecção
502,atendendo,terra
503,atendendo,soja
504,atendendo,cana-de-açúcar
505,atendendo,consumidor
506,atendendo,mestiço
507,atendendo,carne
508,atendendo,madeira
509,atendendo,média
510,atendendo,café
511,atendendo,serviço
512,atendendo,região
513,atendendo,cultura
514,atendendo,geada
515,atendendo,clima
516,atendendo,chuva
517,atendendo,energia
518,atendendo,arroz
519,atendendo,cerrado
520,atendendo,colônia
521,atendendo,agricultura
522,atendendo,açúcar
523,atendendo,deficiência
524,atendendo,paí
525,atendendo,brasil
526,atendendo,população
527,atendendo,clima temperado
528,lotação,cavalo
529,lotação,vida
530,lotação,paí
531,lotação,brasil
532,lotação,transporte
533,lotação,tempo
534,lotação,real
535,lotação,taxon
536,lotação,água
537,lotação,prejuízo
538,finalidade,verdade
539,finalidade,escolha
540,finalidade,padrão
541,finalidade,sistema
542,finalidade,tempo
543,finalidade,espécie
544,sangue,doença
545,sangue,vida
546,sangue,antibiótico
547,sangue,hormônio
548,sangue,inseto
549,sangue,nutriente
550,pasto,soja
551,pasto,fazenda
552,pasto,cana-de-açúcar
553,pasto,irrigação
554,pasto,boi
555,pasto,ração
556,pasto,agricultura
557,pasto,milho
558,genoma,genômica
559,genoma,bactéria
560,genoma,gene
561,genoma,célula
562,genoma,dna
563,genoma,genética
564,genoma,espécie
565,genoma,organismo
566,incorporado,brasil
567,incorporado,literatura
568,incorporado,ação
569,purpureum,madeira
570,purpureum,espécie
571,purpureum,brasil
572,purpureum,pennisetum
573,canaleta,brasil
574,seco,brasil
575,ensilagem,estiagem
576,ensilagem,feno
577,ensilagem,queijo
578,ensilagem,alfafa
579,ensilagem,gramínea
580,ensilagem,ensilagem
581,ensilagem,forragem
582,ensilagem,ph
583,ensilagem,gado
584,ensilagem,proteína
585,ensilagem,leguminosa
586,ensilagem,planta
587,ensilagem,inverno
588,ensilagem,bactéria
589,ensilagem,fermentação
590,ensilagem,intoxicação
591,ensilagem,alimentação
592,ensilagem,nutriente
593,ensilagem,açúcar
594,ensilagem,milho
595,ensilagem,matéria seca
596,ensilagem,silo
597,ensilagem,pasto
598,ensilagem,fenação
599,ensilagem,sorgo
600,contagem,população
601,contagem,brasil
602,contagem,araxá
603,fabricante,qualidade
604,fabricante,eficiência
605,fabricante,transporte
606,fabricante,saúde
607,fabricante,produção
608,fabricante,natureza
609,fabricante,cultura
610,fabricante,agricultura
611,fabricante,mercado
612,lavoura,agricultura
613,touro,brasil
614,parir,tuberculose
615,parir,brasil
616,parir,jersey
617,parir,calcário
618,parir,praga
619,parir,literatura
620,parir,hectare
621,parir,tijolo
622,parir,indústria
623,salientar,brasil
624,usado,brasil
625,usado,califórnia
626,consequentemente,verdade
627,consequentemente,razão
628,madeira,terra
629,madeira,papel
630,madeira,planta
631,madeira,água
632,madeira,árvore
633,madeira,energia
634,madeira,fibra
635,madeira,inseto
636,madeira,nutriente
637,madeira,polpa
638,madeira,célula
639,madeira,casca
640,madeira,espécie
641,madeira,solo
642,madeira,semente
643,madeira,orgânico
644,vivo,brasil
645,vivo,piquete
646,vivo,marca
647,econômica,custo
648,econômica,escolha
649,econômica,paí
650,econômica,bem-estar
651,econômica,mercado
652,econômica,produção
653,econômica,declive
654,econômica,banco
655,econômica,cultura
656,econômica,agricultura
657,econômica,consumo
658,econômica,longo prazo
659,econômica,dado
660,bovinos,animal
661,bovinos,zebu
662,bovinos,carne
663,bovinos,pasto
664,bovinos,boi
665,bovinos,chifre
666,bovinos,leite
667,fêmea,macho
668,fêmea,sexo
669,fêmea,homem
670,fêmea,espermatozoide
671,minerai,sulfato
672,minerai,sal
673,minerai,fósforo
674,minerai,rocha
675,minerai,alimento
676,minerai,cálcio
677,minerai,composição química
678,minerai,fosfato
679,minerai,sólido
680,minerai,magnésio
681,minerai,enxofre
682,importantes,sapé
683,importantes,umidade relativa
684,importantes,legislação
685,importantes,água
686,importantes,solo
687,importantes,indústria
688,importantes,pesquisa
689,importantes,café
690,importantes,serviço
691,importantes,cultura
692,importantes,arquitetura
693,importantes,geada
694,importantes,verão
695,importantes,clima
696,importantes,inverno
697,importantes,ano
698,importantes,araxá
699,importantes,contagem
700,importantes,banco
701,importantes,literatura
702,importantes,mercado
703,importantes,temperatura
704,importantes,população
705,importantes,brasil
706,importantes,transporte
707,importantes,vacina
708,importantes,lotação
709,importantes,produção
710,importantes,alvenaria
711,importantes,praga
712,geneticamente,planta
713,geneticamente,variabilidade genética
714,geneticamente,natureza
715,geneticamente,genômica
716,geneticamente,animai
717,geneticamente,genoma
718,geneticamente,proteína
719,geneticamente,gene
720,geneticamente,dna
721,geneticamente,agricultura
722,geneticamente,organismo
723,geneticamente,transgênico
724,forrageiro,vaca
725,forrageiro,feno
726,forrageiro,gado
727,forrageiro,carrapato
728,forrageiro,aveia
729,forrageiro,engorda
730,forrageiro,pasto
731,forrageiro,boi
732,forrageiro,alfafa
733,forrageiro,alimentação
734,forrageiro,agricultura
735,forrageiro,solo
736,parasitária,babesiose
737,parasitária,cisticercose
738,níveis,inclinação
739,dieta,vitamina
740,dieta,saúde
741,dieta,química
742,dieta,médico
743,dieta,arquitetura
744,azevém,espécie
745,informaçõe,verdade
746,informaçõe,escolha
747,informaçõe,controle
748,informaçõe,padrão
749,informaçõe,tempo
750,informaçõe,forma
751,informaçõe,cultura
752,informaçõe,consumo
753,informaçõe,dado
754,gerente,controle
755,gerente,brasil
756,equinos,animal
757,equinos,cavalo
758,veterinário,higiene
759,veterinário,saúde
760,veterinário,química
761,veterinário,rebanho
762,veterinário,bovino
763,veterinário,prevenção
764,veterinário,colibacilose
765,veterinário,carne
766,veterinário,brucelose
767,veterinário,gado
768,veterinário,rúman
769,veterinário,cultura
770,veterinário,arquitetura
771,veterinário,inseminação artificial
772,veterinário,doença
773,veterinário,tratamento
774,veterinário,bem-estar
775,veterinário,médico
776,veterinário,leite
777,veterinário,ovo
778,veterinário,salmonelose
779,veterinário,tuberculose
780,veterinário,alimento
781,veterinário,controle
782,veterinário,brasil
783,veterinário,genética
784,imediatamente,saúde
785,imediatamente,médico
786,imediatamente,brasil
787,imediatamente,água
788,nitrogênio,terra
789,nitrogênio,ureia
790,nitrogênio,sal
791,nitrogênio,fósforo
792,nitrogênio,sódio
793,nitrogênio,alimento
794,nitrogênio,proteína
795,nitrogênio,antibiótico
796,nitrogênio,cálcio
797,nitrogênio,selênio
798,nitrogênio,enxofre
799,nitrogênio,alumínio
800,nitrogênio,estrela
801,nitrogênio,magnésio
802,nitrogênio,médico
803,nitrogênio,leguminosa
804,nitrogênio,contaminação
805,nitrogênio,cobalto
806,calcário,rocha
807,calcário,cálcio
808,calcário,fosfato
809,calcário,ph
810,calcário,agricultura
811,sexo,vagina
812,sexo,comportamento
813,sexo,animai
814,sexo,fêmea
815,sexo,bactéria
816,sexo,genético
817,sexo,inseto
818,sexo,célula
819,sexo,reprodução
820,sexo,macho
821,sexo,cultura
822,sexo,espécie
823,sexo,espermatozoide
824,zebu,animal
825,zebu,gir
826,zebu,carne
827,zebu,leite
828,zebu,guzerá
829,zebu,brasil
830,zebu,raça
831,zebu,espécie
832,zebu,bovino
833,rústico,arquitetura
834,rústico,alvenaria
835,elefante,cavalo
836,elefante,árvore
837,elefante,tanzânia
838,elefante,dna
839,elefante,arbusto
840,direta,brasil
841,direta,sistema
842,direta,química
843,direta,arquitetura
844,direta,razão
845,imersão,imersão
846,imersão,vida
847,detecção,imunoglobulina
848,detecção,proteína
849,detecção,doença
850,sorgo,farinha
851,sorgo,alimento
852,sorgo,grão
853,sorgo,brasil
854,sorgo,tonelada
855,sorgo,arroz
856,sorgo,milho
857,sorgo,espécie
858,sorgo,solo
859,sorgo,cevada
860,vacina,doença
861,vacina,proteína
862,vacina,brasil
863,vacina,microrganismo
864,vacina,terapia
865,vacina,infecção
866,vacina,sistema imunológico
867,estiagem,clima
868,estiagem,chuva
869,estiagem,temperatura
870,estiagem,irrigação
871,estiagem,ambiente
872,estiagem,semente
873,consorciação,espécie
874,consorciação,solo
875,consorciação,agricultura
876,consorciação,praga
877,nesse,água
878,nesse,energia
879,nesse,insumo
880,nesse,brasil
881,nesse,transporte
882,nesse,taxon
883,nesse,consumo
884,nesse,mercado
885,nesse,indústria
886,descartável,produto
887,descartável,durabilidade
888,conforto,brasil
889,conforto,rústico
890,silo,fazenda
891,silo,silagem
892,silo,limpeza
893,silo,agricultura
894,silo,umidade
895,garantia,equipamento
896,queijo,vaca
897,queijo,queijo
898,queijo,soja
899,queijo,higiene
900,queijo,cálcio
901,queijo,aborto
902,queijo,bovino
903,queijo,carne
904,queijo,brucelose
905,queijo,proteína
906,queijo,tonelada
907,queijo,café
908,queijo,pasteurização
909,queijo,feto
910,queijo,manteiga
911,queijo,doença
912,queijo,fósforo
913,queijo,bactéria
914,queijo,fermentação
915,queijo,leite
916,queijo,agricultura
917,queijo,parto
918,queijo,salmonelose
919,queijo,tuberculose
920,queijo,alimento
921,queijo,brasil
922,queijo,gordura
923,queijo,lactose
924,puro,baixo
925,puro,puro
926,devendo,ponto
927,devendo,papel
928,devendo,superfície
929,devendo,técnica
930,devendo,forma
931,devendo,composição
932,devendo,arquitetura
933,devendo,literatura
934,descida,brasil
935,adequado,nível
936,adequado,comportamento
937,adequado,resultado
938,adequado,prova
939,adequado,fazer
940,adequado,objetivo
941,limpeza,brasil
942,limpeza,higiene
943,limpeza,corpo
944,limpeza,material
945,limpeza,local
946,limpeza,água
947,adição,adição
948,adição,divisão
949,adição,variável
950,adição,número
951,regiõe,paí
952,regiõe,terra
953,engloba,literatura
954,aparecimento,melhoramento genético
955,animais,animal
956,animais,clima
957,animais,ovo
958,animais,terra
959,animais,vida
960,animais,energia
961,animais,matéria
962,animais,proteína
963,animais,cálcio
964,animais,tempo
965,animais,inseto
966,animais,parasita
967,animais,alimentação
968,animais,célula
969,animais,natureza
970,animais,osso
971,animais,genética
972,animais,espécie
973,animais,organismo
974,animais,embrião
975,escore,brasil
976,plantio,cana-de-açúcar
977,plantio,agricultura
978,compostagem,ovo
979,compostagem,gordura
980,compostagem,fósforo
981,compostagem,resíduo
982,compostagem,nitrogênio
983,compostagem,proteína
984,compostagem,biossólido
985,compostagem,cálcio
986,compostagem,solo
987,compostagem,óleo
988,compostagem,bactéria
989,compostagem,fermentação
990,compostagem,legislação
991,compostagem,composto
992,compostagem,ph
993,compostagem,magnésio
994,compostagem,agricultura
995,compostagem,nutriente
996,compostagem,enxofre
997,sódio,fósforo
998,sódio,mineral
999,sódio,nitrogênio
1000,sódio,selênio
1001,sódio,cálcio
1002,sódio,enxofre
1003,sódio,sólido
1004,sódio,alumínio
1005,sódio,ano
1006,sódio,magnésio
1007,sódio,água
1008,sódio,calor
1009,sódio,cobalto
1010,vitamina,queijo
1011,vitamina,dieta
1012,vitamina,higiene
1013,vitamina,cálcio
1014,vitamina,célula
1015,vitamina,aborto
1016,vitamina,água
1017,vitamina,cevada
1018,vitamina,carne
1019,vitamina,macronutriente
1020,vitamina,proteína
1021,vitamina,fosfato
1022,vitamina,organismo
1023,vitamina,manteiga
1024,vitamina,bactéria
1025,vitamina,arroz
1026,vitamina,diarreia
1027,vitamina,magnésio
1028,vitamina,leite
1029,vitamina,nutriente
1030,vitamina,agricultura
1031,vitamina,composto orgânico
1032,vitamina,infecção
1033,vitamina,açúcar
1034,vitamina,parto
1035,vitamina,ovo
1036,vitamina,radiação solar
1037,vitamina,osso
1038,cálcio,sulfato
1039,cálcio,fósforo
1040,cálcio,sódio
1041,cálcio,rocha
1042,cálcio,base
1043,cálcio,mineral
1044,cálcio,proteína
1045,cálcio,selênio
1046,cálcio,enxofre
1047,cálcio,acidez
1048,cálcio,fosfato
1049,cálcio,alumínio
1050,cálcio,ano
1051,cálcio,calcário
1052,cálcio,magnésio
1053,cálcio,água
1054,cálcio,cobalto
1055,cítrica,fermentação
1056,cítrica,in
1057,cítrica,solução
1058,cítrica,água
1059,cítrica,indústria
1060,atender,clima
1061,atender,temperatura
1062,atender,população
1063,atender,brasil
1064,atender,café
1065,atender,contagem
1066,atender,serviço
1067,atender,cultura
1068,atender,praga
1069,babesiose,babesia
1070,babesiose,bovino
1071,babesiose,febre
1072,babesiose,antibiótico
1073,coast,umidade relativa
1074,coast,paí
1075,coast,população
1076,coast,área
1077,coast,hectare
1078,coast,verão
1079,qualidade,durabilidade
1080,qualidade,água
1081,qualidade,eficiência
1082,qualidade,peso
1083,qualidade,tempo
1084,qualidade,produtividade
1085,qualidade,serviço
1086,qualidade,produto
1087,qualidade,cultura
1088,qualidade,literatura
1089,puras,cavalo
1090,puras,raça
1091,puras,inseminação artificial
1092,feito,parto
1093,feito,retirada
1094,biológico,terra
1095,biológico,ambiente
1096,biológico,genoma
1097,biológico,química
1098,biológico,desenvolvimento
1099,biológico,célula
1100,biológico,natureza
1101,biológico,ph
1102,biológico,sistema imunológico
1103,biológico,matéria
1104,biológico,tempo
1105,biológico,parasita
1106,biológico,gene
1107,biológico,arquitetura
1108,biológico,organismo
1109,biológico,clima
1110,biológico,planta
1111,biológico,vida
1112,biológico,energia
1113,biológico,bactéria
1114,biológico,dna
1115,biológico,agricultura
1116,biológico,mosca
1117,biológico,comportamento
1118,biológico,população
1119,biológico,variação
1120,biológico,reprodução
1121,biológico,genética
1122,biológico,espécie
1123,biológico,espermatozoide
1124,proibido,árvore
1125,proibido,prática
1126,proibido,reprodução
1127,proibido,respeito
1128,proibido,homem
1129,quantidade,substância
1130,quantidade,qualidade
1131,quantidade,mudança
1132,quantidade,forma
1133,quantidade,adição
1134,quantidade,relação
1135,quantidade,medida
1136,resultados,pesquisa
1137,resultados,comportamento
1138,resultados,brasil
1139,resultados,trabalho
1140,resultados,química
1141,resultados,raça
1142,resultados,cultura
1143,resultados,arquitetura
1144,resultados,indústria
1145,forragem,vaca
1146,forragem,feno
1147,forragem,gado
1148,forragem,carrapato
1149,forragem,aveia
1150,forragem,engorda
1151,forragem,pasto
1152,forragem,boi
1153,forragem,alfafa
1154,forragem,alimentação
1155,forragem,agricultura
1156,forragem,solo
1157,folha,madeira
1158,folha,clima
1159,folha,superfície
1160,folha,inflorescência
1161,folha,vida
1162,folha,bainha
1163,folha,volume
1164,folha,espécie
1165,folha,inverno
1166,folha,clima temperado
1167,folha,folha
1168,folha,função
1169,folha,gramínea
1170,folha,célula
1171,folha,semente
1172,folha,capim
1173,folha,nutriente
1174,desaleitamento,forragem
1175,cru,terra
1176,cru,rocha
1177,cru,nitrogênio
1178,cru,brasil
1179,cru,tonelada
1180,cru,acidez
1181,cru,califórnia
1182,cru,medicamento
1183,cru,água
1184,cru,composto orgânico
1185,cru,enxofre
1186,multípara,lactação
1187,multípara,cérvix
1188,multípara,pai
1189,multípara,recém-nascido
1190,multípara,vagina
1191,multípara,árvore
1192,multípara,brasil
1193,multípara,placenta
1194,multípara,acidez
1195,multípara,hormônio
1196,multípara,útero
1197,multípara,dor
1198,multípara,médico
1199,multípara,cultura
1200,multípara,feto
1201,multípara,infecção
1202,multípara,inseminação artificial
1203,fazenda,cavalo
1204,fazenda,árvore
1205,fazenda,cana-de-açúcar
1206,fazenda,gado
1207,fazenda,brasil
1208,fazenda,irrigação
1209,fazenda,café
1210,fazenda,agricultura
1211,fazenda,algodão
1212,fazenda,hectare
1213,ambientais,embrapa
1214,ambientais,clima
1215,ambientais,chorume
1216,ambientais,brasil
1217,ambientais,higiene
1218,ambientais,irrigação
1219,ambientais,cerrado
1220,ambientais,bactéria
1221,ambientais,inseto
1222,ambientais,nutriente
1223,ambientais,aborto
1224,ambientais,agricultura
1225,ambientais,estresse
1226,ambientais,reação inflamatória
1227,plantas,terra
1228,plantas,arbusto
1229,plantas,ambiente
1230,plantas,cálcio
1231,plantas,verde
1232,plantas,saúde
1233,plantas,inseto
1234,plantas,gramínea
1235,plantas,célula
1236,plantas,natureza
1237,plantas,semente
1238,plantas,solo
1239,plantas,água
1240,plantas,madeira
1241,plantas,macronutriente
1242,plantas,árvore
1243,plantas,matéria
1244,plantas,mineral
1245,plantas,folha
1246,plantas,tempo
1247,plantas,parasita
1248,plantas,leguminosa
1249,plantas,organismo
1250,plantas,clima
1251,plantas,sal
1252,plantas,fósforo
1253,plantas,vida
1254,plantas,energia
1255,plantas,fez
1256,plantas,bactéria
1257,plantas,parasitismo
1258,plantas,magnésio
1259,plantas,sexo
1260,plantas,agricultura
1261,plantas,radiação solar
1262,plantas,taxon
1263,plantas,cobalto
1264,plantas,animal
1265,plantas,inflorescência
1266,plantas,fazenda
1267,plantas,irrigação
1268,plantas,genética
1269,plantas,espécie
1270,plantas,enxofre
1271,plantas,embrião
1272,gene,proteína
1273,gene,genoma
1274,gene,bactéria
1275,gene,dna
1276,gene,genética
1277,alimentar,vaca
1278,alimentar,excremento
1279,alimentar,produtor
1280,alimentar,energia
1281,alimentar,bactéria
1282,alimentar,inseto
1283,alimentar,alimentação
1284,alimentar,homem
1285,alimentar,organismo
1286,desinfetante,proteína
1287,desinfetante,ph
1288,desinfetante,célula
1289,água,terra
1290,água,seca
1291,água,lavoura
1292,água,litro
1293,água,higiene
1294,água,limpeza
1295,água,saúde
1296,água,califórnia
1297,água,inseto
1298,água,célula
1299,água,natureza
1300,água,solo
1301,água,vitamina
