,from,to
508,ensilagem,ensilagem
509,ensilagem,inverno
510,ensilagem,planta
511,ensilagem,pasto
512,ensilagem,ph
513,ensilagem,nutriente
514,ensilagem,fermentação
515,ensilagem,gado
516,ensilagem,estiagem
517,ensilagem,açúcar
518,ensilagem,proteína
519,ensilagem,bactéria
520,ensilagem,leguminosa
521,ensilagem,milho
522,ensilagem,fenação
523,ensilagem,queijo
524,ensilagem,silo
525,ensilagem,matéria seca
526,fabricante,eficiência
527,fabricante,mercado
528,fabricante,agricultura
529,fabricante,cultura
530,fabricante,qualidade
531,fabricante,produção
532,fabricante,transporte
533,lavoura,agricultura
534,madeira,árvore
535,madeira,orgânico
536,madeira,papel
537,madeira,energia
538,madeira,célula
539,madeira,inseto
540,madeira,água
541,madeira,nutriente
542,madeira,polpa
543,madeira,fibra
544,madeira,espécie
545,madeira,planta
546,madeira,solo
547,madeira,semente
548,bovinos,pasto
549,bovinos,carne
550,bovinos,chifre
551,bovinos,animal
552,bovinos,leite
553,bovinos,zebu
554,fêmea,macho
555,fêmea,espermatozoide
556,fêmea,sexo
557,minerai,alimento
558,minerai,fosfato
559,minerai,magnésio
560,minerai,fósforo
561,minerai,cálcio
562,minerai,sólido
563,minerai,composição química
564,minerai,sal
565,geneticamente,genoma
566,geneticamente,variabilidade genética
567,geneticamente,organismo
568,geneticamente,agricultura
569,geneticamente,proteína
570,geneticamente,animai
571,geneticamente,dna
572,geneticamente,gene
573,geneticamente,planta
574,níveis,inclinação
575,forrageiro,alimentação
576,forrageiro,pasto
577,forrageiro,aveia
578,forrageiro,carrapato
579,forrageiro,vaca
580,forrageiro,agricultura
581,forrageiro,alfafa
582,forrageiro,gado
583,forrageiro,solo
584,parasitária,babesiose
585,dieta,médico
586,dieta,vitamina
587,dieta,química
588,dieta,arquitetura
589,nesse,consumo
590,nesse,mercado
591,nesse,energia
592,nesse,brasil
593,nesse,água
594,nesse,transporte
595,nesse,indústria
596,nesse,taxon
597,nesse,insumo
598,azevém,espécie
599,informaçõe,consumo
600,informaçõe,dado
601,informaçõe,padrão
602,informaçõe,cultura
603,informaçõe,forma
604,informaçõe,controle
605,equinos,cavalo
606,equinos,animal
607,nitrogênio,estrela
608,nitrogênio,alimento
609,nitrogênio,magnésio
610,nitrogênio,médico
611,nitrogênio,fósforo
612,nitrogênio,proteína
613,nitrogênio,alumínio
614,nitrogênio,cálcio
615,nitrogênio,antibiótico
616,nitrogênio,leguminosa
617,nitrogênio,contaminação
618,nitrogênio,selênio
619,nitrogênio,sódio
620,nitrogênio,ureia
621,nitrogênio,sal
622,nitrogênio,cobalto
623,sexo,macho
624,sexo,reprodução
625,sexo,espermatozoide
626,sexo,célula
627,sexo,cultura
628,sexo,inseto
629,sexo,bactéria
630,sexo,animai
631,sexo,genético
632,sexo,comportamento
633,sexo,fêmea
634,sexo,vagina
635,sexo,espécie
636,atender,temperatura
637,atender,população
638,atender,cultura
639,atender,contagem
640,atender,brasil
641,atender,serviço
642,imediatamente,médico
643,imediatamente,brasil
644,imediatamente,água
645,calcário,fosfato
646,calcário,ph
647,calcário,cálcio
648,calcário,agricultura
649,veterinário,alimento
650,veterinário,rúman
651,veterinário,médico
652,veterinário,carne
653,veterinário,cultura
654,veterinário,higiene
655,veterinário,brasil
656,veterinário,rebanho
657,veterinário,ovo
658,veterinário,bovino
659,veterinário,prevenção
660,veterinário,química
661,veterinário,gado
662,veterinário,doença
663,veterinário,genética
664,veterinário,leite
665,veterinário,controle
666,veterinário,tratamento
667,veterinário,arquitetura
668,veterinário,inseminação artificial
669,zebu,guzerá
670,zebu,carne
671,zebu,brasil
672,zebu,animal
673,zebu,bovino
674,zebu,gir
675,zebu,raça
676,zebu,leite
677,zebu,espécie
678,direta,química
679,direta,brasil
680,direta,arquitetura
681,direta,sistema
682,gerente,brasil
683,gerente,controle
684,elefante,cavalo
685,elefante,árvore
686,elefante,arbusto
687,elefante,tanzânia
688,elefante,dna
689,fez,área
690,rústico,arquitetura
691,sorgo,alimento
692,sorgo,brasil
693,sorgo,milho
694,sorgo,espécie
695,sorgo,solo
696,detecção,imunoglobulina
697,detecção,proteína
698,detecção,doença
699,imersão,imersão
700,imersão,vida
701,vacina,proteína
702,vacina,brasil
703,vacina,microrganismo
704,vacina,infecção
705,vacina,sistema imunológico
706,vacina,doença
707,vacina,terapia
708,consorciação,espécie
709,consorciação,solo
710,consorciação,agricultura
711,estiagem,temperatura
712,estiagem,irrigação
713,estiagem,ambiente
714,estiagem,semente
715,descartável,produto
716,descartável,durabilidade
717,conforto,brasil
718,conforto,rústico
719,conforto,área
720,queijo,vaca
721,queijo,aborto
722,queijo,higiene
723,queijo,cálcio
724,queijo,bovino
725,queijo,carne
726,queijo,lactose
727,queijo,manteiga
728,queijo,fermentação
729,queijo,leite
730,queijo,alimento
731,queijo,fósforo
732,queijo,brasil
733,queijo,gordura
734,queijo,proteína
735,queijo,bactéria
736,queijo,pasteurização
737,queijo,parto
738,queijo,agricultura
739,queijo,doença
740,queijo,queijo
741,silo,silagem
742,silo,umidade
743,silo,agricultura
744,silo,limpeza
745,silo,fazenda
746,garantia,equipamento
747,puro,puro
748,devendo,literatura
749,devendo,papel
750,devendo,composição
751,devendo,forma
752,devendo,técnica
753,devendo,superfície
754,devendo,arquitetura
755,adequado,resultado
756,adequado,objetivo
757,adequado,comportamento
758,limpeza,higiene
759,limpeza,água
760,limpeza,brasil
761,limpeza,corpo
762,regiõe,paí
763,animais,alimentação
764,animais,energia
765,animais,organismo
766,animais,célula
767,animais,parasita
768,animais,inseto
769,animais,proteína
770,animais,cálcio
771,animais,ovo
772,animais,animal
773,animais,matéria
774,animais,genética
775,animais,espécie
776,animais,vida
777,adição,adição
778,europeia,literatura
779,europeia,população
780,europeia,máquina
781,europeia,área
782,europeia,agricultura
783,europeia,aborto
784,europeia,cultura
785,europeia,doença
786,europeia,econômica
787,europeia,indústria
788,europeia,paí
789,europeia,transporte
790,europeia,clima temperado
791,europeia,região
792,vitamina,célula
793,vitamina,aborto
794,vitamina,higiene
795,vitamina,diarreia
796,vitamina,cálcio
797,vitamina,organismo
798,vitamina,fosfato
799,vitamina,carne
800,vitamina,nutriente
801,vitamina,manteiga
802,vitamina,ovo
803,vitamina,leite
804,vitamina,radiação solar
805,vitamina,açúcar
806,vitamina,proteína
807,vitamina,bactéria
808,vitamina,dieta
809,vitamina,parto
810,vitamina,água
811,vitamina,agricultura
812,vitamina,magnésio
813,vitamina,composto orgânico
814,vitamina,infecção
815,vitamina,queijo
816,escore,cultura
817,plantas,árvore
818,plantas,arbusto
819,plantas,célula
820,plantas,irrigação
821,plantas,cálcio
822,plantas,gramínea
823,plantas,genética
824,plantas,taxon
825,plantas,espécie
826,plantas,vida
827,plantas,folha
828,plantas,ambiente
829,plantas,energia
830,plantas,organismo
831,plantas,parasita
832,plantas,mineral
833,plantas,animal
834,plantas,radiação solar
835,plantas,fez
836,plantas,semente
837,plantas,fósforo
838,plantas,bactéria
839,plantas,leguminosa
840,plantas,parasitismo
841,plantas,sal
842,plantas,solo
843,plantas,água
844,plantas,agricultura
845,plantas,magnésio
846,plantas,inseto
847,plantas,inflorescência
848,plantas,fazenda
849,plantas,matéria
850,plantas,sexo
851,plantas,madeira
852,plantas,cobalto
853,sódio,magnésio
854,sódio,fósforo
855,sódio,água
856,sódio,alumínio
857,sódio,cálcio
858,sódio,mineral
859,sódio,nitrogênio
860,sódio,selênio
861,sódio,sólido
862,sódio,calor
863,sódio,cobalto
864,compostagem,óleo
865,compostagem,agricultura
866,compostagem,biossólido
867,compostagem,magnésio
868,compostagem,proteína
869,compostagem,fósforo
870,compostagem,ph
871,compostagem,gordura
872,compostagem,nutriente
873,compostagem,cálcio
874,compostagem,ovo
875,compostagem,bactéria
876,compostagem,composto
877,compostagem,fermentação
878,compostagem,legislação
879,compostagem,nitrogênio
880,compostagem,resíduo
881,compostagem,solo
882,plantio,agricultura
883,cálcio,base
884,cálcio,acidez
885,cálcio,fosfato
886,cálcio,magnésio
887,cálcio,fósforo
888,cálcio,proteína
889,cálcio,alumínio
890,cálcio,água
891,cálcio,mineral
892,cálcio,calcário
893,cálcio,sódio
894,cálcio,selênio
895,cálcio,cobalto
896,ambientais,agricultura
897,ambientais,reação inflamatória
898,ambientais,aborto
899,ambientais,higiene
900,ambientais,inseto
901,ambientais,brasil
902,ambientais,irrigação
903,ambientais,embrapa
904,ambientais,nutriente
905,ambientais,bactéria
906,ambientais,estresse
907,ambientais,cerrado
908,coast,umidade relativa
909,coast,paí
910,coast,população
911,coast,área
912,cítrica,fermentação
913,cítrica,água
914,cítrica,in
915,cítrica,indústria
916,babesiose,febre
917,babesiose,antibiótico
918,babesiose,bovino
919,babesiose,babesia
920,feito,banco
921,puras,aplicação
922,puras,grau
923,biológico,célula
924,biológico,espécie
925,biológico,planta
926,biológico,ambiente
927,biológico,vida
928,biológico,energia
929,biológico,organismo
930,biológico,parasita
931,biológico,ph
932,biológico,sistema imunológico
933,biológico,mosca
934,biológico,população
935,biológico,reprodução
936,biológico,espermatozoide
937,biológico,bactéria
938,biológico,química
939,biológico,comportamento
940,biológico,desenvolvimento
941,biológico,genoma
942,biológico,agricultura
943,biológico,dna
944,biológico,matéria
945,biológico,gene
946,biológico,genética
947,biológico,arquitetura
948,qualidade,eficiência
949,qualidade,literatura
950,qualidade,cultura
951,qualidade,água
952,qualidade,produto
953,qualidade,serviço
954,qualidade,durabilidade
955,qualidade,peso
956,qualidade,produtividade
957,proibido,árvore
958,proibido,respeito
959,proibido,reprodução
960,proibido,prática
961,quantidade,adição
962,quantidade,medida
963,quantidade,qualidade
964,quantidade,substância
965,quantidade,forma
966,resultados,brasil
967,água,célula
968,água,higiene
969,água,diarreia
970,água,irrigação
971,água,tanzânia
972,água,planta
973,água,vida
974,água,estrela
975,água,melhoramento genético
976,água,energia
977,água,organismo
978,água,limpeza
979,água,seca
980,água,lavoura
981,água,temperatura
982,água,vitamina
983,água,óleo
984,água,proteína
985,água,brasil
986,água,bactéria
987,água,sólido
988,água,sal
989,água,produtividade
990,água,solo
991,água,agricultura
992,água,inseto
993,água,doença
994,água,líquido
995,somáticas,genética
996,somáticas,célula
997,forragem,alimentação
998,forragem,pasto
999,forragem,aveia
1000,forragem,carrapato
1001,forragem,vaca
1002,forragem,agricultura
1003,forragem,alfafa
1004,forragem,gado
1005,forragem,solo
1006,folha,vida
1007,folha,volume
1008,folha,célula
1009,folha,inflorescência
1010,folha,espécie
1011,folha,nutriente
1012,folha,gramínea
1013,folha,capim
1014,folha,madeira
1015,folha,inverno
1016,folha,clima temperado
1017,folha,superfície
1018,folha,folha
1019,folha,semente
1020,cru,medicamento
1021,cru,acidez
1022,cru,brasil
1023,cru,composto orgânico
1024,cru,nitrogênio
1025,cru,água
1026,multípara,árvore
1027,multípara,acidez
1028,multípara,médico
1029,multípara,cultura
1030,multípara,lactação
1031,multípara,brasil
1032,multípara,dor
1033,multípara,infecção
1034,multípara,útero
1035,multípara,placenta
1036,multípara,vagina
1037,multípara,hormônio
1038,multípara,cérvix
1039,multípara,inseminação artificial
1040,desaleitamento,forragem
1041,fazenda,cavalo
1042,fazenda,árvore
1043,fazenda,agricultura
1044,fazenda,irrigação
1045,fazenda,brasil
1046,fazenda,gado
1047,gene,genoma
1048,gene,proteína
1049,gene,bactéria
1050,gene,dna
1051,gene,genética
1052,alimentar,alimento
1053,alimentar,papel
1054,alimentar,agricultura
1055,alimentar,brasil
1056,alimentar,irrigação
1057,alimentar,milho
1058,alimentar,fazenda
1059,alimentar,indústria
1060,alimentar,ração
1061,alimentar,insumo
1062,desinfetante,proteína
1063,desinfetante,ph
1064,desinfetante,célula
1065,aleitamento,diarreia
1066,aleitamento,infecção
1067,aleitamento,útero
1068,aleitamento,placenta
1069,aleitamento,colostro
1070,aleitamento,fertilidade
1071,aleitamento,peso
1072,aleitamento,parto
1073,aleitamento,inseminação artificial
1074,xaraés,crônica
1075,puros,hormônio
1076,puros,intestino delgado
1077,puros,diarreia
1078,puros,nutriente
1079,aveia,açúcar
1080,aveia,minerai
1081,aveia,vitamina
1082,aveia,magnésio
1083,aveia,fósforo
1084,aveia,proteína
1085,aveia,gordura
1086,aveia,cálcio
1087,aveia,leguminosa
1088,aveia,fibra
1089,aveia,intestino delgado
1090,aveia,espécie
1091,aveia,água
1092,ovo,gestação
1093,ovo,animal
1094,ovo,espermatozoide
1095,responsáveis,base
1096,responsáveis,energia
1097,responsáveis,necessidade
1098,responsáveis,brasil
1099,responsáveis,química
1100,responsáveis,processo
1101,responsáveis,sistema
1102,adubo,temperatura
1103,adubo,brasil
1104,adubo,água
1105,adubo,seca
1106,adubo,madeira
1107,adubo,calor
1108,adubo,solo
1109,inverno,estrela
1110,inverno,clima temperado
1111,estratégico,planejamento
1112,nlemfuensis,espécie
1113,rotina,arquitetura
1114,arborização,árvore
1115,arborização,fosfato
1116,arborização,brasil
1117,arborização,concreto
1118,arborização,madeira
1119,arborização,esterco
1120,arborização,água
1121,antibiótico,bactéria
1122,antibiótico,diarreia
1123,antibiótico,infecção
1124,antibiótico,microrganismo
1125,frequência,sólido
1126,frequência,líquido
1127,frequência,matéria
1128,dna,genoma
1129,dna,açúcar
1130,dna,célula
1131,dna,fosfato
1132,dna,fósforo
1133,dna,proteína
1134,dna,sangue
1135,dna,bactéria
1136,dna,animal
1137,dna,nitrogênio
1138,dna,dna
1139,dna,gene
1140,dna,genética
1141,dna,espécie
1142,dna,planta
1143,dna,vida
1144,fasciolose,dor
1145,modificado,melhoramento genético
1146,modificado,genoma
1147,modificado,clonagem
1148,modificado,organismo
1149,modificado,brasil
1150,modificado,embrapa
1151,modificado,bactéria
1152,modificado,dna
1153,modificado,gene
1154,modificado,genética
1155,modificado,espécie
1156,nascimento,organismo
1157,nascimento,célula
1158,nascimento,ovo
1159,nascimento,bactéria
1160,nascimento,útero
1161,nascimento,vida
1162,nascimento,parto
1163,nascimento,semente
1164,cestoide,alimento
1165,cestoide,parasita
1166,inseminação,espermatozoide
1167,inseminação,sêman
1168,inseminação,útero
1169,inseminação,clínica
1170,inseminação,parto
1171,inseminação,placenta
1172,fósforo,umidade
1173,fósforo,capacidade
1174,fósforo,alumínio
1175,fósforo,dor
1176,fósforo,cálcio
1177,fósforo,sódio
1178,fósforo,medicamento
1179,fósforo,químico
1180,fósforo,organismo
1181,fósforo,fosfato
1182,fósforo,mineral
1183,fósforo,selênio
1184,fósforo,minerai
1185,fósforo,população
1186,fósforo,proteína
1187,fósforo,gordura
1188,fósforo,sólido
1189,fósforo,dieta
1190,fósforo,formação
1191,fósforo,água
1192,fósforo,idade
1193,fósforo,agricultura
1194,fósforo,magnésio
1195,fósforo,mortalidade
1196,fósforo,nitrogênio
1197,fósforo,doença
1198,fósforo,ureia
1199,fósforo,cobalto
1200,disponibilidade,brasil
1201,mastite,inflamação
1202,mastite,glândula mamária
1203,mastite,dor
1204,mastite,bactéria
1205,mastite,antibiótico
1206,mastite,infecção
1207,mastite,febre
1208,essenciais,alimento
1209,essenciais,ingestão
1210,essenciais,proteína
1211,essenciais,ph
1212,essenciais,fermentação
1213,essenciais,nitrogênio
1214,essenciais,ureia
1215,essenciais,água
1216,esterco,agricultura
1217,esterco,magnésio
1218,esterco,fósforo
1219,esterco,nutriente
1220,esterco,cálcio
1221,esterco,compostagem
1222,esterco,fez
1223,esterco,solo
1224,entender,brasil
1225,leite,mastite
1226,leite,vaca
1227,leite,higiene
1228,leite,glândula mamária
1229,leite,diarreia
1230,leite,cálcio
1231,leite,bovino
1232,leite,zebu
1233,leite,sódio
1234,leite,genética
1235,leite,hormônio
1236,leite,espécie
1237,leite,planta
1238,leite,placenta
1239,leite,queijo
1240,leite,inflamação
1241,leite,mãe
1242,leite,nutriente
1243,leite,lactose
1244,leite,manteiga
1245,leite,mistura
1246,leite,fermentação
1247,leite,selênio
1248,leite,fêmea
1249,leite,colostro
1250,leite,minerai
1251,leite,alimento
1252,leite,ordenha
1253,leite,açúcar
1254,leite,vitamina
1255,leite,fósforo
1256,leite,brasil
1257,leite,gordura
1258,leite,proteína
1259,leite,úbere
1260,leite,pasteurização
1261,leite,sal
1262,leite,água
1263,leite,magnésio
1264,leite,lactação
1265,leite,imunoglobulina
1266,leite,dna
1267,leite,mecânica
1268,leite,doença
1269,leite,gene
1270,leite,indústria
1271,leite,transporte
1272,leite,químico
1273,mistura,substância
1274,mistura,leite
1275,mistura,ventilação
1276,mistura,química
1277,dupla,brasil
1278,dupla,madeira
1279,incluem,literatura
1280,incluem,população
1281,incluem,tratado
1282,incluem,energia
1283,incluem,brasil
1284,incluem,calcário
1285,incluem,dna
1286,incluem,serviço
1287,incluem,indústria
1288,incluem,paí
1289,incluem,transporte
1290,incluem,clima temperado
1291,calor,papel
1292,calor,alumínio
1293,calor,inverno
1294,calor,taxon
1295,calor,vida
1296,calor,umidade relativa
1297,calor,energia
1298,calor,organismo
1299,calor,temperatura
1300,calor,alimento
1301,calor,população
1302,calor,óleo
1303,calor,proteína
1304,calor,gordura
1305,calor,partícula
1306,calor,calor
1307,calor,calórico
1308,calor,água
1309,calor,área
1310,calor,concreto
1311,calor,substância
1312,calor,matéria
1313,calor,madeira
1314,calor,líquido
1315,calor,químico
