source,target
demora,debilitar
demora,micuim
ovo,seiva
ovo,plântula
ovo,nebulização
ovo,sadio
hipoclorito,erosãar
hipoclorito,boca
hipoclorito,borracha
hipoclorito,oxidação
serragem,estimulante
serragem,casca
serragem,macio
serragem,nlemfuensis
seringa,embarcadouro
seringa,tanchagem
seringa,fitoterápico
seringa,desidratadar
médico,tratamento
médico,sintoma
médico,morte
médico,antibiótico
prenhe,emagrecer
prenhe,tamponante
prenhe,motivo
prenhe,nuclear
obesidade,acidificar
obesidade,reincidência
obesidade,estria
obesidade,clorótico
cerco,masculino
cerco,sintetizar
cerco,diarrear
cerco,gorduroso
cortisol,estereotipia
cortisol,vício
cortisol,invasão
cortisol,cauda
esporo,bigemina
esporo,amargo
esporo,conservante
esporo,infestações
protease,viral
protease,ovariana
protease,heterozigoto
protease,bastão
pássaro,borracha
pássaro,semiáridar
pássaro,perene
pássaro,repouso
subtropical,plantio
subtropical,babosa
subtropical,aveia
subtropical,tolerante
raça,holandês
raça,zebuína
raça,cruzamento
raça,zebu
botijo,integração
botijo,poeira
botijo,fermentar
botijo,abomaso
graxo,multiovulação
graxo,segregação
graxo,corrimento
graxo,mutante
interferir,fluido
interferir,corporal
interferir,lote
interferir,lactação
eucalipto,nematoide
eucalipto,pálida
eucalipto,fetal
eucalipto,irritação
bactéria,caule
bactéria,manual
bactéria,replantio
bactéria,toxidez
haste,petróleo
haste,glicerinar
haste,fóssil
haste,linhaça
coletora,camomila
coletora,icterícia
coletora,divisória
coletora,articulação
forragear,reincidência
forragear,espécies
forragear,argila
forragear,dossel
cartilagem,bexiga
cartilagem,camomila
cartilagem,farinha
cartilagem,irritação
cortado,salobra
cortado,restinga
cortado,transição
cortado,cisteína
cancerígeno,descorna
cancerígeno,descornar
cancerígeno,norsesquiterpeno
cancerígeno,homeopatia
infestações,viscosidade
infestações,bigemina
infestações,bronopol
infestações,primípara
medida,morte
medida,praga
medida,sanitário
medida,clonagem
naturalizar,espécie
naturalizar,associação
naturalizar,digestivo
naturalizar,tóxico
hematófago,lã
hematófago,barbela
hematófago,vampiricida
hematófago,brilho
tuberculinização,herdar
tuberculinização,rinotraqueítar
tuberculinização,ventilação
tuberculinização,fenótipo
salobra,cisteína
salobra,restinga
salobra,tubo
salobra,abdômen
dedo,fóssil
dedo,estimulante
dedo,petróleo
dedo,combustível
funcionar,tomada
funcionar,banho
funcionar,acústico
funcionar,vagina
humificação,ninfa
humificação,termofílica
humificação,magro
humificação,fase
fervente,salobrar
fervente,água
fervente,diluir
fervente,concentração
vermar,erliquiose
vermar,captura
vermar,nematoide
vermar,neoplasia
decompor,parasitando
decompor,fareladar
decompor,análise
decompor,ácidos
esperar,transgênico
esperar,resistente
esperar,descendente
esperar,acasalar
desaleitar,desmame
desaleitar,freezer
desaleitar,manipulação
desaleitar,aparelho
homeopático,verme
homeopático,briga
homeopático,genótipo
homeopático,dodecil
sulfurados,minerais
sulfurados,iodar
sulfurados,metionina
sulfurados,tostagem
dictioneura,fotossensibilização
dictioneura,leito
dictioneura,brasilense
dictioneura,roçar
máquina,obra
máquina,mão
máquina,infraestrutura
máquina,permanente
sanitizar,pata
sanitizar,aguar
sanitizar,floco
sanitizar,urease
leporino,lábio
leporino,aparentar
leporino,parenteral
leporino,multiovulação
lavar,teto
lavar,via
lavar,transgênica
lavar,florescimento
oferecer,filho
oferecer,doméstico
oferecer,mole
oferecer,clonagem
cortar,açúcar
cortar,capineiro
cortar,libido
cortar,garupa
berne,mosca
berne,aminoácido
berne,multiflorum
berne,tostagem
telar,fígar
telar,epitelial
telar,gorduroso
telar,sintetizar
doméstico,animal
doméstico,clonagem
doméstico,doente
doméstico,oferecer
citômetro,espermatozoide
citômetro,guandu
citômetro,cajan
citômetro,espermático
frágil,hidrogênio
frágil,poroso
frágil,broto
frágil,pluviométrico
tenra,aniônica
tenra,iodato
tenra,solubilizados
tenra,tremor
sadio,purulento
sadio,semiásper
sadio,orelha
sadio,herbicida
maternidade,vacar
maternidade,energético
maternidade,vaca
maternidade,exame
sintetizar,gorduroso
sintetizar,masculino
sintetizar,gostar
sintetizar,concha
brilho,vitalidade
brilho,bexiga
brilho,barbela
brilho,ptaquiloser
urease,fítico
urease,pata
urease,descongelar
urease,sanitizar
doença,praga
doença,tuberculose
doença,agente
doença,imunidade
eclosão,clorótico
eclosão,infecçãar
eclosão,dossel
eclosão,lenhoso
material,esperar
material,descendente
material,genético
material,transgênico
fenação,gramínea
fenação,tropical
fenação,ácidos
fenação,gramíneo
segregação,cetônico
segregação,fasciolose
segregação,rim
segregação,mutante
topografia,erosão
topografia,alumínio
topografia,plantar
topografia,calagem
etiológico,nosódio
etiológico,bernes
etiológico,corticosteroide
etiológico,seleno
glândula,inflamação
glândula,examinar
glândula,mamário
glândula,glândular
manteiga,tampa
manteiga,molibdênio
manteiga,bronopol
manteiga,creme
prostaglandina,latão
prostaglandina,prostrar
prostaglandina,peniano
prostaglandina,metal
aureus,pata
aureus,ovariana
aureus,bastão
aureus,colorir
norsesquiterpeno,diafragma
norsesquiterpeno,ptaquiloser
norsesquiterpeno,cancerígeno
norsesquiterpeno,tecidos
infeccioso,vacinar
infeccioso,diarreia
infeccioso,diagnosticar
infeccioso,aborto
gelo,reciclável
gelo,certificar
gelo,estrangulamento
gelo,térmica
mililitro,brusco
mililitro,industrialização
mililitro,laboratório
mililitro,bulir
óvulo,infusão
óvulo,aquoso
óvulo,régua
óvulo,estirpe
perda,compactação
perda,silo
perda,silagem
perda,fermentação
umbilical,hemorragia
umbilical,cordão
umbilical,traumatismo
umbilical,natalidade
tristeza,parasitário
tristeza,terapêutico
tristeza,reação
tristeza,diagnosticar
coler,divisória
coler,homeopater
coler,muco
coler,formigo
ressecamento,cordão
ressecamento,óxido
ressecamento,hemorragia
ressecamento,cirurgia
risco,reprodutivo
risco,lote
risco,infecção
risco,identificar
leito,choque
leito,fotossensibilização
leito,engenharia
leito,brasilense
toxina,fascicular
toxina,brizantha
toxina,perene
toxina,safra
tijolo,telha
tijolo,cisteína
tijolo,lixiviados
tijolo,regador
canaleta,declive
canaleta,semiásper
canaleta,corrimento
canaleta,pelagem
enxadão,boca
enxadão,ereta
enxadão,ciliaril
enxadão,aceiro
epitelial,heterozigoto
epitelial,sintetizar
epitelial,corticosteroide
epitelial,telar
aparelho,nosódio
aparelho,obstétrico
aparelho,infusão
aparelho,etiológico
mecânico,manual
mecânico,ordenha
mecânico,colônia
mecânico,legislação
roupa,protease
roupa,matar
roupa,viral
roupa,telar
abate,cordão
abate,umbilical
abate,bicarbonato
abate,vidro
desoxirribonucleico,textura
desoxirribonucleico,babosa
desoxirribonucleico,erosão
desoxirribonucleico,ácer
precoce,desmamar
precoce,desmame
precoce,lactente
precoce,desaleitar
decumbente,outonal
decumbente,fascicular
decumbente,pyramidalis
decumbente,brizantha
serpentina,derivar
serpentina,beladona
serpentina,gayana
serpentina,lodo
antisséptico,antialérgico
antisséptico,antitóxico
antisséptico,reincidência
antisséptico,estria
mãe,fraco
mãe,aproveitamento
mãe,tolerância
mãe,bezerro
alto,baixo
alto,grande
alto,forragem
alto,molécula
barbela,vampiricida
barbela,cisto
barbela,articulação
barbela,cortisol
máximo,chuva
máximo,progênie
máximo,objetivo
máximo,oferecer
pasta,vampiricida
pasta,bater
pasta,pneumoenterite
pasta,cesariana
tolerância,aproveitamento
tolerância,coçar
tolerância,mãe
tolerância,maneira
estereotipia,cortisol
estereotipia,vício
estereotipia,arrepiar
estereotipia,cauda
portão,ordenhador
portão,desinfetante
portão,freático
portão,manual
desinteresse,pesagem
desinteresse,tecer
desinteresse,escuro
desinteresse,sobreordenha
magnesiano,multiestrato
magnesiano,dolomítico
magnesiano,diferem
magnesiano,cirurgia
coçar,banana
coçar,tolerância
coçar,procedimento
coçar,artificial
florescimento,estria
florescimento,acidificar
florescimento,argiluviação
florescimento,clorótico
vapor,válvula
vapor,diferem
vapor,homeopater
vapor,alvenaria
caule,manual
caule,freático
caule,replantio
caule,bactéria
sensibilidade,espermograma
sensibilidade,bronopol
sensibilidade,reciclável
sensibilidade,creme
corticosteroide,etiológico
corticosteroide,epitelial
corticosteroide,seleno
corticosteroide,bernes
industrialização,brusco
industrialização,laboratório
industrialização,mililitro
industrialização,glóbulo
andrológico,tamponante
andrológico,genotipar
andrológico,coccidiose
andrológico,sexo
sphacelatar,manganês
sphacelatar,quebrar
sphacelatar,nlemfuensis
sphacelatar,macio
diarrear,viral
diarrear,cetose
diarrear,ovariana
diarrear,bastão
regra,arborizar
regra,carroça
regra,argiluviação
regra,excremento
diferir,regador
diferir,borrifada
diferir,citoplasma
diferir,lixiviados
hemoglobinúria,fetal
hemoglobinúria,cartilagem
hemoglobinúria,camomila
hemoglobinúria,descorna
gayana,carboidrato
gayana,galho
gayana,derivar
gayana,calopogônio
desagradável,espuma
desagradável,crioscópico
desagradável,lixiviados
desagradável,cisteína
biomassa,vegetar
biomassa,cordiforme
biomassa,fotossensibilização
biomassa,roçar
bolsa,umbilical
bolsa,natalidade
bolsa,pancadar
bolsa,hemorragia
lesão,homeopático
lesão,herdar
lesão,briga
lesão,bactericida
tóxico,superpastejo
tóxico,planta
tóxico,invasor
tóxico,associação
agressivo,guandu
agressivo,cova
agressivo,campilobacteriose
agressivo,cajan
gelificação,higiênica
gelificação,alvéolo
gelificação,leite
gelificação,parâmetro
contaminar,legislação
contaminar,refrigerar
contaminar,leite
contaminar,colônia
calcinado,formigo
calcinado,selo
calcinado,osso
calcinado,macrocephala
traumático,cesariana
traumático,pneumonia
traumático,embarcadouro
traumático,primípara
queijo,sintomático
queijo,higiênico
queijo,purpureum
queijo,helminto
buçal,masculino
buçal,gostar
buçal,gossipol
buçal,bastão
sonda,cor
sonda,liber
sonda,homozigoto
sonda,tecnificação
calcário,calagem
calcário,gradagem
calcário,semeadura
calcário,germinação
fêmea,inseminador
fêmea,taxa
fêmea,reprodutivo
fêmea,acasalamento
médio,lote
médio,identificar
médio,taxa
médio,fluido
canavial,dedo
canavial,macroelemento
canavial,estimulante
canavial,endereçar
cloreto,proporção
cloreto,digerir
cloreto,artrópode
cloreto,genoma
decumbem,brachiaria
decumbem,brizanthar
decumbem,ruziziensil
decumbem,parteiro
demorar,cruzar
demorar,secar
demorar,hectare
demorar,parto
descartar,lactação
descartar,fluido
descartar,energético
descartar,vaca
guianesil,obesidade
guianesil,clorótico
guianesil,cespitoso
guianesil,acidificar
cultura,irrigação
cultura,adubar
cultura,sobrevivência
cultura,raiz
tetania,miíase
tetania,bexiga
tetania,neoplasia
tetania,cartilagem
secretor,parenteral
secretor,suor
secretor,tanchagem
secretor,dactylon
vedação,deslocamento
vedação,septicemia
vedação,endogamia
vedação,contagioso
mecanismo,descartar
mecanismo,reter
mecanismo,batoque
mecanismo,fluido
populaçãar,perene
populaçãar,ereta
populaçãar,macroelemento
populaçãar,galpão
hereditário,lábio
hereditário,leporino
hereditário,mocho
hereditário,semiásper
físico,filho
físico,afetar
físico,obtenção
físico,fator
capilar,abdômen
capilar,purulento
capilar,mourão
capilar,segura
butírico,decumbente
butírico,fascicular
butírico,outonal
butírico,sulfúrico
nutrientes,quaternária
nutrientes,criopreservação
nutrientes,pasta
nutrientes,terço
foxtail,obesidade
foxtail,estria
foxtail,acidificar
foxtail,guianesil
aerada,corrosão
aerada,apatia
aerada,isopor
aerada,bater
terreno,gás
terreno,desidratação
terreno,criopreservação
terreno,estaçãar
refrigerar,colônia
refrigerar,legislação
refrigerar,microbiológico
refrigerar,pasteurizado
tubulação,maximização
tubulação,armadilha
tubulação,hipoclorito
tubulação,micronutriente
tecidos,norsesquiterpeno
tecidos,diafragma
tecidos,cancerígeno
tecidos,ptaquiloser
manual,caule
manual,mecânico
manual,ordenha
manual,freático
acessar,rançoso
acessar,iodar
acessar,evaporativo
acessar,ferrugem
pote,carinho
pote,cauda
pote,mourão
pote,vício
caixa,régua
caixa,arbusto
caixa,bovina
caixa,retal
nutritivo,garantir
nutritivo,perfil
nutritivo,ouvir
nutritivo,forragem
automatizar,androgenizadar
automatizar,oral
automatizar,dilatação
automatizar,olho
fatal,medo
fatal,herdar
fatal,mitocondrial
fatal,maximização
cobrir,novilho
cobrir,parir
cobrir,cobertura
cobrir,ultrassonografia
cru,alcoólico
cru,legislação
cru,glóbulo
cru,alizarina
mamária,bronopol
mamária,molibdênio
mamária,conservante
mamária,tampa
sistema,úmer
sistema,componente
sistema,instalação
sistema,imunológico
raspar,trator
raspar,solúvel
raspar,biológico
raspar,terapêutico
soroterapia,dosagem
soroterapia,raspar
soroterapia,trator
soroterapia,solúvel
malha,pressãar
malha,ovário
malha,termofílica
malha,ultrassonografia
homeopater,válvula
homeopater,secretor
homeopater,dactylon
homeopater,muco
babosa,morcego
babosa,textura
babosa,avear
babosa,respiração
muco,homeopater
muco,dilatação
muco,adiposo
muco,nlemfuensis
anaeróbio,populaçãar
anaeróbio,prostrar
anaeróbio,cova
anaeróbio,agressivo
genótipo,amargo
genótipo,psicrotrófica
genótipo,parede
genótipo,pútridos
infraestrutura,máquina
infraestrutura,herdar
infraestrutura,lesão
infraestrutura,tubulação
lactente,mamar
lactente,desmamar
lactente,pé
lactente,bezerro
gorduroso,sintetizar
gorduroso,hipófise
gorduroso,masculino
gorduroso,gossipol
lodo,beladona
lodo,gayana
lodo,carboidrato
lodo,galho
anaplasmose,articulação
anaplasmose,citoplasma
anaplasmose,cisto
anaplasmose,invasão
coração,babar
coração,florescer
coração,hematúria
coração,mucunoide
meloso,pastagem
meloso,arborização
meloso,desfolha
meloso,braquiária
pescoço,rim
pescoço,enxofrar
pescoço,cetônico
pescoço,segregação
sanitário,rebanho
sanitário,reprodutivo
sanitário,rebanhar
sanitário,clonagem
casa,pé
casa,mamar
casa,lactente
casa,descornar
ressemeadura,desmembrar
ressemeadura,monta
ressemeadura,gargalo
ressemeadura,terapêutico
folicular,enxofrar
folicular,régua
folicular,peniano
folicular,féter
tristezar,tricomonose
tristezar,abomaso
tristezar,fasciolose
tristezar,régua
carbonato,salinidade
carbonato,mole
carbonato,elétrico
carbonato,água
compostagem,imunológico
compostagem,treinamento
compostagem,sobrevivência
compostagem,líquido
tampão,aminoácido
tampão,aniônico
tampão,marcação
tampão,casco
anticorpo,pequeno
anticorpo,lote
anticorpo,seca
anticorpo,interferir
cítrico,papelão
cítrico,nebulização
cítrico,hidratação
cítrico,superfosfato
fosfato,natural
fosfato,monta
fosfato,ressemeadura
fosfato,artificial
tecido,cru
tecido,bacteriano
tecido,entrada
tecido,frasco
protozoário,medo
protozoário,veneno
protozoário,campilobacteriose
protozoário,reação
bezerro,mamar
bezerro,presença
bezerro,cuidado
bezerro,lactente
vício,arrepiar
vício,abdômen
vício,cauda
vício,estereotipia
diarreia,infeccioso
diarreia,abrigo
diarreia,doença
diarreia,tuberculose
braquiara,macrocephala
braquiara,junta
braquiara,gêmeo
braquiara,dilatação
capim,braquiária
capim,ouvir
capim,extração
capim,placa
população,sexar
população,microbiano
população,baixo
população,parasitismo
gaiola,coproduto
gaiola,bicarbonato
gaiola,abate
gaiola,nlemfuensil
injetável,spray
injetável,acupuntura
injetável,dorso
injetável,endereço
energético,vacar
energético,balanço
energético,lactação
energético,descartar
patogênico,segurar
patogênico,escuro
patogênico,cápsula
patogênico,selo
aferição,parede
aferição,traumatismo
aferição,genótipo
aferição,multípara
húmu,ácidos
húmu,nitrogênio
húmu,análise
húmu,placa
peniano,bovina
peniano,segregação
peniano,cetônico
peniano,metal
rendimento,sensorial
rendimento,estrangulamento
rendimento,vanádio
rendimento,portador
dilatar,metionina
dilatar,enxofrar
dilatar,rim
dilatar,iodato
prurir,florescer
prurir,excitabilidade
prurir,hematúria
prurir,toxicidade
face,spray
face,injetável
face,vaginal
face,dorso
patógeno,gel
patógeno,microbiana
patógeno,fígar
patógeno,espermático
detenção,via
detenção,lençol
detenção,argila
detenção,rizoma
inseto,mosca
inseto,berne
inseto,densidade
inseto,verme
seleno,solubilil
seleno,retal
seleno,óvulo
seleno,espessura
aspersor,pivô
aspersor,touceira
aspersor,malha
aspersor,estimular
desânimo,endereço
desânimo,carbúnculo
desânimo,olho
desânimo,acupuntura
desmame,desaleitar
desmame,natura
desmame,gargalo
desmame,freezer
lagoa,líquido
lagoa,esterco
lagoa,arbóreo
lagoa,hospedeiro
cama,aviário
cama,leito
cama,cordiforme
cama,brasilense
acidose,pútridos
acidose,embalagem
acidose,amargo
acidose,ruminante
mitocondrial,medo
mitocondrial,madeira
mitocondrial,maximização
mitocondrial,oócito
ataque,pyramidalis
ataque,decumbente
ataque,butírico
ataque,phaseoloide
leucena,leucocephalar
leucena,barato
leucena,guandu
leucena,prostaglandina
tumor,mutação
tumor,infecçãar
tumor,florescimento
tumor,excremento
proteico,nitrogênio
proteico,cortar
proteico,calagem
proteico,tolerante
somático,célula
somático,corpo
somático,condensar
somático,inflamatório
concentrado,concentrar
concentrado,volumoso
concentrado,alimento
concentrado,unidade
hominivorax,ptaquiloser
hominivorax,metacercária
hominivorax,icterícia
hominivorax,irritação
metal,segregação
metal,cetônico
metal,peniano
metal,prostaglandina
acidificar,obesidade
acidificar,guianesil
acidificar,clorótico
acidificar,estria
lisa,via
lisa,pubescem
lisa,estiagem
lisa,antitóxico
reincidência,forragear
reincidência,argila
reincidência,dossel
reincidência,orvalho
abomaso,solubilil
abomaso,mutante
abomaso,fasciolose
abomaso,tristezar
solúvel,biológico
solúvel,gasoso
solúvel,hematúria
solúvel,estolão
panicum,spray
panicum,junto
panicum,injetável
panicum,dorso
herança,necropsia
herança,miíase
herança,fetal
herança,encharcamento
choque,leito
choque,fotossensibilização
choque,toxidez
choque,brasilense
sucedâneo,utensílio
sucedâneo,adulteração
sucedâneo,balde
sucedâneo,colônia
estaçãar,florir
estaçãar,gayana
estaçãar,rizomatoso
estaçãar,ancep
antitóxico,antialérgico
antitóxico,antisséptico
antitóxico,estria
antitóxico,pubescem
artificial,procedimento
artificial,natural
artificial,rebanhar
artificial,alta
solubilizados,iodato
solubilizados,regador
solubilizados,teta
solubilizados,metionina
embarcadouro,lacrado
embarcadouro,cesariana
embarcadouro,seringa
embarcadouro,espermograma
colorir,bastão
colorir,ovariana
colorir,pata
colorir,aureus
alcalinidade,casco
alcalinidade,tostagem
alcalinidade,aminoácido
alcalinidade,fresca
entrada,morte
entrada,doador
entrada,tecido
entrada,médico
mosca,berne
mosca,deslocamento
mosca,alcalinidade
mosca,spraying
volumoso,concentrar
volumoso,concentrado
volumoso,suplementar
volumoso,alimento
iodofórmio,nitrato
iodofórmio,entressafra
iodofórmio,rizomatoso
iodofórmio,ferrar
bomba,semissólido
bomba,integração
bomba,pescoço
bomba,peniano
reidrata,armadilha
reidrata,erosãar
reidrata,hipoclorito
reidrata,cordão
insumo,doloroso
insumo,substância
insumo,laboratório
insumo,utensílio
sulco,hidratação
sulco,suor
sulco,tanchagem
sulco,secretor
nuclear,transfusão
nuclear,estilosante
nuclear,carreta
nuclear,capineira
cabeça,velho
cabeça,subnutrição
cabeça,útero
cabeça,anestro
quente,vermifugação
quente,calor
quente,parasita
quente,cloreto
palatabilidade,novilho
palatabilidade,vermífugo
palatabilidade,bom
palatabilidade,perfil
endovenoso,contagioso
endovenoso,inibidor
endovenoso,espermatogênese
endovenoso,portadora
nutricional,exigência
nutricional,interferir
nutricional,lote
nutricional,identificar
ácer,solidificação
ácer,spraying
ácer,lado
ácer,aminoácido
cova,diferem
cova,prostrar
cova,agressivo
cova,multiestrato
espécie,forrageira
espécie,cigarrinhar
espécie,adubar
espécie,naturalizar
sulfúrico,capineira
sulfúrico,rizoma
sulfúrico,outonal
sulfúrico,erradicar
aquífero,mole
aquífero,elétrico
aquífero,maneira
aquífero,rufião
cobre,abundante
cobre,raio
cobre,guandu
cobre,campilobacteriose
erradicar,sulfúrico
erradicar,espécies
erradicar,outonal
erradicar,ancep
cor,sonda
cor,manipulação
cor,aparelho
cor,pelagem
infecção,uterino
infecção,preventivo
infecção,risco
infecção,mau
fluxo,subterrâneo
fluxo,adulto
fluxo,diluir
fluxo,salinidade
paciência,vício
paciência,carinho
paciência,cauda
paciência,homeopater
vegetar,phaseoloide
vegetar,biomassa
vegetar,lisa
vegetar,antialérgico
gêmeo,junta
gêmeo,formigo
gêmeo,dilatação
gêmeo,osso
tanchagem,dactylon
tanchagem,parenteral
tanchagem,secretor
tanchagem,fitoterápico
estolão,orvalho
estolão,gasoso
estolão,dossel
estolão,desrama
argamassa,urinário
argamassa,poroso
argamassa,brasiliensil
argamassa,ave
alizarina,legislação
alizarina,alcoólico
alizarina,cru
alizarina,colher
adiabático,bexiga
adiabático,irritação
adiabático,neoplasia
adiabático,endereço
transfusão,semiárido
transfusão,mutica
transfusão,argila
transfusão,pluviométrico
declive,canaleta
declive,corrimento
declive,pelagem
declive,semiásper
antibiose,antixenose
antibiose,vegetar
antibiose,inundação
antibiose,phaseoloide
elétrica,fermentar
elétrica,aferição
elétrica,lacrado
elétrica,embarcadouro
nervoso,vacinador
nervoso,sintomatologia
nervoso,bezerra
nervoso,pasta
creme,manteiguer
creme,psicrotrófica
creme,bronopol
creme,parede
portadora,gorduroso
portadora,contagioso
portadora,hipófise
portadora,gossipol
florescer,hematúria
florescer,gayanu
florescer,clorótico
florescer,reincidência
flúor,hereditário
flúor,tremor
flúor,biberão
flúor,semiásper
testar,oócito
testar,maximização
testar,aferição
testar,mitocondrial
silo,silagem
silo,perda
silo,fermentação
silo,compactação
abundante,íom
abundante,barato
abundante,cobre
abundante,parasitária
espécies,solubilização
espécies,forragear
espécies,semiárido
espécies,argila
ciclo,contagioso
ciclo,densidade
ciclo,casco
ciclo,estolonífera
ácido,copa
ácido,biológico
ácido,feijão
ácido,neutralizar
equino,carrapato
equino,sintoma
equino,bovino
equino,carrapaticida
mosquicidar,capoeira
mosquicidar,gayanu
mosquicidar,hematúria
mosquicidar,bosque
mamário,glândular
mamário,quarto
mamário,glândula
mamário,colher
poroso,bosque
poroso,broto
poroso,hematúria
poroso,urinário
anestro,prever
anestro,velho
anestro,subnutrição
anestro,gestante
condensar,odor
condensar,doloroso
condensar,oxitocina
condensar,bula
reagente,manganês
reagente,sintético
reagente,cordão
reagente,fita
pelar,procedimento
pelar,pasteurizado
pelar,meio
pelar,suficiente
debilitar,apatia
debilitar,potássio
debilitar,aerada
debilitar,demora
palhoso,necropsia
palhoso,petróleo
palhoso,fóssil
palhoso,urinário
erva,capoeira
erva,hematúria
erva,gayanu
erva,necropsia
captura,necropsia
captura,miíase
captura,nódulo
captura,nematoide
pastagem,arborização
pastagem,meloso
pastagem,cigarrinhar
pastagem,fertilizante
durabilidade,engenharia
durabilidade,caule
durabilidade,oxalato
durabilidade,dessecação
extração,braquiária
extração,plantar
extração,capim
extração,topografia
colibacilose,chá
colibacilose,bater
colibacilose,pasta
colibacilose,pneumoenterite
rasteira,pelagem
rasteira,declive
rasteira,tenra
rasteira,canaleta
infectante,parasitose
infectante,metacercária
infectante,norsesquiterpeno
infectante,ptaquiloser
sombritar,encharcamento
sombritar,urinário
sombritar,bosque
sombritar,palhoso
maximização,oócito
maximização,semiáspero
maximização,armadilha
maximização,arroxear
biossólido,carbúnculo
biossólido,ripado
biossólido,desbastar
biossólido,petróleo
perfilhamento,oxalato
perfilhamento,roçar
perfilhamento,excremento
perfilhamento,brasilense
spraying,ácer
spraying,aminoácido
spraying,agalactiae
spraying,tostagem
cordiforme,roçar
cordiforme,biomassa
cordiforme,leito
cordiforme,replantio
gel,patógeno
gel,microbiana
gel,corticosteroide
gel,fígar
samambaia,humano
samambaia,digestivo
samambaia,organismo
samambaia,sofrimento
bacteriano,glóbulo
bacteriano,cru
bacteriano,industrialização
bacteriano,descer
fibra,enzima
fibra,seca
fibra,pressãar
fibra,cobrir
higiênico,sintomático
higiênico,abrasividade
higiênico,urinário
higiênico,osso
estimulante,serragem
estimulante,nlemfuensis
estimulante,subproduto
estimulante,fóssil
progesterona,ptaquiloser
progesterona,coloração
progesterona,icterícia
progesterona,articulação
ave,urinário
ave,beladona
ave,galho
ave,carboidrato
imobilizar,ferir
imobilizar,biossólido
imobilizar,glicerinar
