,Term1,Term2
493,árvore,tóxicas
494,árvore,cigarrinha
495,árvore,superpastejo
496,árvore,leguminosas
497,árvore,recomendada
498,árvore,arbóreas
499,árvore,arbusto
500,aveia,azevém
501,aveia,cultura
502,aveia,planta
503,aveia,anual
504,aveia,região
505,aveia,adubação
506,aveia,irrigação
507,aveia,formação
508,aveia,alfafa
509,aveia,sementes
510,pastagen,braquiária
511,pastagen,gramínea
512,pastagen,forrageira
513,pastagen,espécie
514,pastagen,leguminosa
515,pastagen,área
516,pastagen,capacidade
517,pastagen,planta
518,pastagen,folha
519,pastagen,ha
520,vaca,colostro
521,vaca,gestação
522,vaca,gestante
523,vaca,revacinar
524,vaca,novilha
525,vaca,lactação
526,vaca,parto
527,vaca,corporal
528,vaca,primeiras
529,vaca,alimentação
530,fogo,encerra
531,fogo,profundidade
532,fogo,adequado
533,fogo,acidez
534,fogo,orgânica
535,fogo,correção
536,fogo,adistribuição
537,fogo,porém
538,fogo,recuperação
539,fogo,calagem
540,touro,fêmea
541,touro,rebanho
542,touro,provado
543,touro,genético
544,touro,filha
545,touro,cria
546,touro,estéril
547,touro,lactaçõe
548,touro,touros
549,touro,um
550,cana,açúcar
551,cana,ureia
552,cana,pb
553,cana,teor
554,cana,volumoso
555,cana,ndt
556,cana,matéria
557,cana,seca
558,cana,adicionar
559,cana,bruta
560,sombrite,equilíbrio
561,sombrite,passo
562,sombrite,químico
563,sombrite,fuste
564,sombrite,encontrada
565,sombrite,econômica
566,sombrite,declive
567,sombrite,dada
568,sombrite,devido
569,sombrite,contudo
570,azevém,aveia
571,azevém,formação
572,azevém,planta
573,azevém,anual
574,azevém,cultura
575,azevém,alfafa
576,azevém,adubação
577,azevém,forrageira
578,azevém,solo
579,azevém,lavoura
580,célula,vermifugar
581,célula,somáticas
582,célula,animal
583,célula,organismo
584,célula,in
585,célula,ebv
586,célula,substância
587,célula,alteraçõe
588,célula,diarreia
589,célula,vitro
590,novilha,alimentação
591,novilha,gestação
592,novilha,vaca
593,novilha,melhoradore
594,novilha,bezerro
595,novilha,revacinar
596,novilha,gestantes
597,novilha,gestante
598,novilha,cria
599,novilha,nascimento
600,hormônio,vagina
601,hormônio,aborto
602,hormônio,presença
603,hormônio,casos
604,hormônio,indica
605,hormônio,eficiência
606,hormônio,provocar
607,hormônio,cuidados
608,hormônio,parir
609,hormônio,tornam
610,mistura,volumoso
611,mistura,quantidade
612,mistura,dieta
613,mistura,seca
614,mistura,ureia
615,mistura,sódio
616,mistura,base
617,mistura,sal
618,mistura,concentrado
619,mistura,mineral
620,touro,fêmea
621,touro,rebanho
622,touro,provado
623,touro,genético
624,touro,filha
625,touro,cria
626,touro,estéril
627,touro,lactaçõe
628,touro,touros
629,touro,um
630,mineral,sal
631,mineral,mistura
632,mineral,dieta
633,mineral,consumo
634,mineral,na
635,mineral,base
636,mineral,sódio
637,mineral,quantidade
638,mineral,cálcio
639,mineral,fornecer
640,mistura,volumoso
641,mistura,quantidade
642,mistura,dieta
643,mistura,seca
644,mistura,ureia
645,mistura,sódio
646,mistura,base
647,mistura,sal
648,mistura,concentrado
649,mistura,mineral
650,cio,atraso
651,cio,parto
652,cio,identificação
653,cio,ordenha
654,cio,inseminação
655,cio,condição
656,cio,gestante
657,cio,problema
658,cio,serviço
659,cio,aleitamento
660,antibiótico,placenta
661,antibiótico,imediatamente
662,antibiótico,secar
663,antibiótico,deixar
664,antibiótico,médico
665,antibiótico,demoram
666,antibiótico,desinfecção
667,antibiótico,aparecimento
668,antibiótico,alimentada
669,antibiótico,ovário
670,pb,ureia
671,pb,cana
672,pb,ndt
673,pb,açúcar
674,pb,volumoso
675,pb,bruta
676,pb,concentrado
677,pb,teor
678,pb,adicionar
679,pb,mistura
680,salobra,aumento
681,salobra,biossólido
682,salobra,maximizar
683,salobra,odor
684,salobra,limpa
685,salobra,cobalto
686,salobra,tabela
687,salobra,sabor
688,salobra,parte
689,salobra,dura
690,total,pequenas
691,total,madeira
692,total,interior
693,total,reação
694,total,benefício
695,total,recomendação
696,total,etéreo
697,total,toalha
698,total,lodo
699,total,maneira
700,silo,chuvas
701,silo,nutriente
702,silo,química
703,silo,alumínio
704,silo,nitrogênio
705,silo,sorgo
706,silo,distribuição
707,silo,ensilagem
708,silo,nutritivo
709,silo,milho
710,capineira,adubação
711,capineira,lavoura
712,capineira,corte
713,capineira,baixada
714,capineira,crescimento
715,capineira,nutritivo
716,capineira,anuais
717,capineira,distribuição
718,capineira,formação
719,capineira,altura
720,reprodutor,possibilita
721,reprodutor,sexado
722,reprodutor,espera
723,reprodutor,moet
724,reprodutor,mocho
725,reprodutor,libido
726,reprodutor,pc
727,reprodutor,gêmeo
728,reprodutor,mãe
729,reprodutor,macho
730,pastagem,pastejo
731,pastagem,área
732,pastagem,baixada
733,pastagem,azevém
734,pastagem,adubação
735,pastagem,aveia
736,pastagem,sementes
737,pastagem,forrageira
738,pastagem,formação
739,pastagem,plantio
740,embriõe,dado
741,embriõe,produzem
742,embriõe,respeito
743,embriõe,modelo
744,embriõe,produtivo
745,embriõe,comportamento
746,embriõe,in
747,embriõe,rebanhos
748,embriõe,tricross
749,embriõe,pive
750,água,cálcio
751,água,consumo
752,água,sódio
753,água,magnésio
754,água,minerais
755,água,fósforo
756,água,energia
757,água,na
758,água,rúman
759,água,dieta
760,modelo,parente
761,modelo,rebanhos
762,modelo,respeito
763,modelo,atividade
764,modelo,dado
765,modelo,bons
766,modelo,finalidade
767,modelo,colônia
768,modelo,transferência
769,modelo,cruza
770,dp,confiabilidade
771,dp,respeito
772,dp,transferência
773,dp,exemplo
774,dp,custo
775,dp,parente
776,dp,indicadores
777,dp,produtos
778,dp,modificado
779,dp,embriões
780,lavoura,corte
781,lavoura,adubação
782,lavoura,capineira
783,lavoura,distribuição
784,lavoura,formação
785,lavoura,anuais
786,lavoura,crescimento
787,lavoura,anual
788,lavoura,nutritivo
789,lavoura,aveia
790,mineral,sal
791,mineral,mistura
792,mineral,dieta
793,mineral,consumo
794,mineral,na
795,mineral,base
796,mineral,sódio
797,mineral,quantidade
798,mineral,cálcio
799,mineral,fornecer
800,mosca,êxito
801,mosca,térmico
802,mosca,lagoa
803,mosca,retirada
804,mosca,droga
805,mosca,práticos
806,mosca,quentes
807,mosca,combate
808,mosca,realizado
809,mosca,tanque
810,chifre,diferentes
811,chifre,animais
812,chifre,produtivo
813,chifre,bons
814,chifre,finalidade
815,chifre,engorda
816,chifre,grau
817,chifre,serem
818,chifre,puros
819,chifre,cruza
820,raça,cruzamento
821,raça,zebuínas
822,raça,holandês
823,raça,sindi
824,raça,gir
825,raça,guzerá
826,raça,genética
827,raça,produção
828,raça,animai
829,raça,genético
830,cobrir,sêman
831,cobrir,artificial
832,cobrir,exame
833,cobrir,ia
834,cobrir,nascimento
835,cobrir,fazenda
836,cobrir,reprodutiva
837,cobrir,aleitamento
838,cobrir,estéril
839,cobrir,inseminação
840,piso,retirar
841,piso,orgânico
842,piso,droga
843,piso,realizar
844,piso,concreto
845,piso,orientação
846,piso,confinamento
847,piso,êxito
848,piso,muitas
849,piso,atendendo
850,plantio,solo
851,plantio,semente
852,plantio,sementes
853,plantio,semeadura
854,plantio,pastagem
855,plantio,azevém
856,plantio,formação
857,plantio,aveia
858,plantio,descanso
859,plantio,lavoura
860,ndt,pb
861,ndt,ureia
862,ndt,volumoso
863,ndt,atender
864,ndt,base
865,ndt,proibido
866,ndt,cana
867,ndt,açúcar
868,ndt,fornecimento
869,ndt,bruta
870,condição,identificação
871,condição,serviço
872,condição,infecçõe
873,condição,atraso
874,condição,ordenha
875,condição,teto
876,condição,normal
877,condição,terapia
878,condição,magra
879,condição,intervalo
880,solo,plantio
881,solo,sementes
882,solo,azevém
883,solo,aveia
884,solo,semente
885,solo,formação
886,solo,semeadura
887,solo,pastagem
888,solo,cultura
889,solo,alfafa
890,ordenhada,cuidados
891,ordenhada,deixar
892,ordenhada,parir
893,ordenhada,inseminada
894,ordenhada,provocar
895,ordenhada,vacas
896,ordenhada,vagina
897,ordenhada,ovário
898,ordenhada,imunoglobulina
899,ordenhada,alimentada
900,saturação,engloba
901,saturação,compactação
902,saturação,degradada
903,saturação,arborização
904,saturação,cultivo
905,saturação,arbóreas
906,saturação,tóxicas
907,saturação,submetida
908,saturação,aproveitamento
909,saturação,ph
910,sal,mineral
911,sal,mistura
912,sal,quantidade
913,sal,na
914,sal,dieta
915,sal,seca
916,sal,recomenda
917,sal,necessidade
918,sal,consumo
919,sal,comum
920,carrapato,prevenção
921,carrapato,ambiente
922,carrapato,estresse
923,carrapato,secreçõe
924,carrapato,vacina
925,carrapato,identificar
926,carrapato,causada
927,carrapato,calórico
928,carrapato,programa
929,carrapato,agentes
930,mistura,volumoso
931,mistura,quantidade
932,mistura,dieta
933,mistura,seca
934,mistura,ureia
935,mistura,sódio
936,mistura,base
937,mistura,sal
938,mistura,concentrado
939,mistura,mineral
940,aveia,azevém
941,aveia,cultura
942,aveia,planta
943,aveia,anual
944,aveia,região
945,aveia,adubação
946,aveia,irrigação
947,aveia,formação
948,aveia,alfafa
949,aveia,sementes
950,artificial,ia
951,artificial,inseminação
952,artificial,cobrir
953,artificial,sêman
954,artificial,exame
955,artificial,fazenda
956,artificial,estéril
957,artificial,aleitamento
958,artificial,nascimento
959,artificial,reprodutiva
960,reprodutor,possibilita
961,reprodutor,sexado
962,reprodutor,espera
963,reprodutor,moet
964,reprodutor,mocho
965,reprodutor,libido
966,reprodutor,pc
967,reprodutor,gêmeo
968,reprodutor,mãe
969,reprodutor,macho
970,aborto,vagina
971,aborto,hormônio
972,aborto,casos
973,aborto,presença
974,aborto,eficiência
975,aborto,parir
976,aborto,tornam
977,aborto,gratuitamente
978,aborto,indica
979,aborto,cuidados
980,ia,artificial
981,ia,inseminação
982,ia,cobrir
983,ia,sêman
984,ia,exame
985,ia,estéril
986,ia,fazenda
987,ia,aleitamento
988,ia,reprodutiva
989,ia,monta
990,sal,mineral
991,sal,mistura
992,sal,quantidade
993,sal,na
994,sal,dieta
995,sal,seca
996,sal,recomenda
997,sal,necessidade
998,sal,consumo
999,sal,comum
1000,concreto,evitado
1001,concreto,descartável
1002,concreto,eliminar
1003,concreto,preventivamente
1004,concreto,adequada
1005,concreto,sendo
1006,concreto,rotina
1007,concreto,cestoide
1008,concreto,contaminada
1009,concreto,infestaçõe
1010,colostro,revacinar
1011,colostro,primeiras
1012,colostro,vaca
1013,colostro,normal
1014,colostro,gestante
1015,colostro,isso
1016,colostro,gestação
1017,colostro,corporal
1018,colostro,parto
1019,colostro,magra
1020,colostro,revacinar
1021,colostro,primeiras
1022,colostro,vaca
1023,colostro,normal
1024,colostro,gestante
1025,colostro,isso
1026,colostro,gestação
1027,colostro,corporal
1028,colostro,parto
1029,colostro,magra
1030,mão,econômicos
1031,mão,intramamárias
1032,mão,clínicos
1033,mão,congelado
1034,mão,bacteriana
1035,mão,conhecer
1036,mão,ingestão
1037,mão,medo
1038,mão,contribuir
1039,mão,quartos
1040,cana,açúcar
1041,cana,ureia
1042,cana,pb
1043,cana,teor
1044,cana,volumoso
1045,cana,ndt
1046,cana,matéria
1047,cana,seca
1048,cana,adicionar
1049,cana,bruta
1050,pb,ureia
1051,pb,cana
1052,pb,ndt
1053,pb,açúcar
1054,pb,volumoso
1055,pb,bruta
1056,pb,concentrado
1057,pb,teor
1058,pb,adicionar
1059,pb,mistura
1060,essenciais,psicrotróficas
1061,essenciais,rural
1062,essenciais,operacional
1063,essenciais,humanos
1064,essenciais,bemestar
1065,essenciais,babesia
1066,essenciais,queijo
1067,essenciais,somatotropina
1068,essenciais,diversas
1069,essenciais,dor
1070,piquete,melhor
1071,piquete,ocupação
1072,piquete,manejo
1073,piquete,qual
1074,piquete,descanso
1075,piquete,prática
1076,piquete,nutricionais
1077,piquete,lotação
1078,piquete,altura
1079,piquete,fertilidade
1080,azevém,aveia
1081,azevém,formação
1082,azevém,planta
1083,azevém,anual
1084,azevém,cultura
1085,azevém,alfafa
1086,azevém,adubação
1087,azevém,forrageira
1088,azevém,solo
1089,azevém,lavoura
1090,açúcar,cana
1091,açúcar,ureia
1092,açúcar,pb
1093,açúcar,teor
1094,açúcar,ndt
1095,açúcar,matéria
1096,açúcar,volumoso
1097,açúcar,bruta
1098,açúcar,adicionar
1099,açúcar,seca
1100,estoloníferas,mecânico
1101,estoloníferas,cultivo
1102,estoloníferas,compactação
1103,estoloníferas,durabilidade
1104,estoloníferas,submetida
1105,estoloníferas,arbóreas
1106,estoloníferas,úmido
1107,estoloníferas,estiagem
1108,estoloníferas,saturação
1109,estoloníferas,plantada
1110,pive,atividade
1111,pive,colônia
1112,pive,respeito
1113,pive,congelado
1114,pive,dado
1115,pive,produzem
1116,pive,modelo
1117,pive,indica
1118,pive,inflamação
1119,pive,clínicos
1120,fazenda,exame
1121,fazenda,rufiõe
1122,fazenda,inseminaçõe
1123,fazenda,andrológico
1124,fazenda,aleitamento
1125,fazenda,cobrir
1126,fazenda,sêman
1127,fazenda,nascimento
1128,fazenda,artificialmente
1129,fazenda,reprodutiva
1130,parto,atraso
1131,parto,cio
1132,parto,gestante
1133,parto,colostro
1134,parto,revacinar
1135,parto,ordenha
1136,parto,problema
1137,parto,identificação
1138,parto,vaca
1139,parto,corporal
1140,mineral,sal
1141,mineral,mistura
1142,mineral,dieta
1143,mineral,consumo
1144,mineral,na
1145,mineral,base
1146,mineral,sódio
1147,mineral,quantidade
1148,mineral,cálcio
1149,mineral,fornecer
1150,cerrado,suporte
1151,cerrado,inverno
1152,cerrado,cigarrinha
1153,cerrado,regiõe
1154,cerrado,leguminosas
1155,cerrado,leguminosa
1156,cerrado,nutricionais
1157,cerrado,folha
1158,cerrado,capacidade
1159,cerrado,região
1160,somáticas,ebv
1161,somáticas,coccidiose
1162,somáticas,seres
1163,somáticas,babesiose
1164,somáticas,lácteos
1165,somáticas,substância
1166,somáticas,organismo
1167,somáticas,processamento
1168,somáticas,vermifugar
1169,somáticas,cru
1170,teste,permite
1171,teste,avaliar
1172,teste,apresentar
1173,teste,estratégia
1174,teste,sangue
1175,teste,macho
1176,teste,receptora
1177,teste,desempenho
1178,teste,reprodutivo
1179,teste,fêmeas
1180,fósforo,magnésio
1181,fósforo,matéria
1182,fósforo,rúman
1183,fósforo,seca
1184,fósforo,tonelada
1185,fósforo,quantidade
1186,fósforo,proteico
1187,fósforo,necessidade
1188,fósforo,cálcio
1189,fósforo,água
1190,alfafa,planta
1191,alfafa,cultura
1192,alfafa,anual
1193,alfafa,azevém
1194,alfafa,região
1195,alfafa,aveia
1196,alfafa,fertilidade
1197,alfafa,irrigação
1198,alfafa,forrageira
1199,alfafa,fenação
1200,adubação,lavoura
1201,adubação,capineira
1202,adubação,anuais
1203,adubação,corte
1204,adubação,formação
1205,adubação,baixada
1206,adubação,aveia
1207,adubação,planta
1208,adubação,anual
1209,adubação,azevém
1210,cobertura,qual
1211,cobertura,mesma
1212,cobertura,uso
1213,cobertura,ideal
1214,cobertura,curral
1215,cobertura,forem
1216,cobertura,atendendo
1217,cobertura,orientação
1218,cobertura,piso
1219,cobertura,controlada
1220,sal,mineral
1221,sal,mistura
1222,sal,quantidade
1223,sal,na
1224,sal,dieta
1225,sal,seca
1226,sal,recomenda
1227,sal,necessidade
1228,sal,consumo
1229,sal,comum
1230,precoce,estiverem
1231,precoce,desmama
1232,precoce,mínimo
1233,precoce,vantagem
1234,precoce,desaleitamento
1235,precoce,utilizar
1236,precoce,garantia
1237,precoce,tratado
1238,precoce,seja
1239,precoce,extrato
1240,comum,chuvosa
1241,comum,entretanto
1242,comum,aumentar
1243,comum,minerai
1244,comum,fase
1245,comum,fosfato
1246,comum,consumida
1247,comum,lo
1248,comum,recomenda
1249,comum,calcário
1250,carrapato,prevenção
1251,carrapato,ambiente
1252,carrapato,estresse
1253,carrapato,secreçõe
1254,carrapato,vacina
1255,carrapato,identificar
1256,carrapato,causada
1257,carrapato,calórico
1258,carrapato,programa
1259,carrapato,agentes
1260,cobalto,selênio
1261,cobalto,dura
1262,cobalto,fornecido
1263,cobalto,raçõe
1264,cobalto,salobra
1265,cobalto,maximizar
1266,cobalto,parte
1267,cobalto,fornecida
1268,cobalto,limpa
1269,cobalto,leiteiras
1270,selênio,cobalto
1271,selênio,raçõe
1272,selênio,microbiana
1273,selênio,salobra
1274,selênio,dura
1275,selênio,concentração
1276,selênio,fornecido
1277,selênio,acima
1278,selênio,causar
1279,selênio,leiteiras
1280,azevém,aveia
1281,azevém,formação
1282,azevém,planta
1283,azevém,anual
1284,azevém,cultura
1285,azevém,alfafa
1286,azevém,adubação
1287,azevém,forrageira
1288,azevém,solo
1289,azevém,lavoura
1290,cultivar,brachiaria
1291,cultivar,cultivare
1292,cultivar,ha
1293,cultivar,tifton
1294,cultivar,cultivares
1295,cultivar,produçõe
1296,cultivar,gramínea
1297,cultivar,tropicais
1298,cultivar,braquiária
1299,cultivar,coast
1300,rebanho,lactaçõe
1301,rebanho,fêmea
1302,rebanho,um
1303,rebanho,touro
1304,rebanho,cria
1305,rebanho,provado
1306,rebanho,ia
1307,rebanho,inseminação
1308,rebanho,artificial
1309,rebanho,genético
1310,leite,vivo
1311,leite,peso
1312,leite,valores
1313,leite,zebu
1314,leite,idade
1315,leite,bezerros
1316,leite,mestiças
1317,leite,melhoradore
1318,leite,mestiço
1319,leite,holandês
1320,sombra,capimelefante
1321,sombra,tóxicas
1322,sombra,arborização
1323,sombra,alternativa
1324,sombra,superpastejo
1325,sombra,produzida
1326,sombra,recomendada
1327,sombra,manejado
1328,sombra,literatura
1329,sombra,arbóreas
1330,alfafa,planta
1331,alfafa,cultura
1332,alfafa,anual
1333,alfafa,azevém
1334,alfafa,região
1335,alfafa,aveia
1336,alfafa,fertilidade
1337,alfafa,irrigação
1338,alfafa,forrageira
